,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
7449,Bewitched,,Comedy  Mystery  Romance,86,tt9716728,,(2018),"August 11, 2018"
7450,Balance Beam,,Drama,121,tt6022288,,(2018),"August 15, 2018"
7451,Notte nuda,4.8,Horror,80,tt7362354,33,(2018),"February 15, 2018"
7452,Khaleh Ghurbagheh,6.1,Adventure  Comedy  Family,81,tt9899840,28,(2018),"June 27, 2018"
7453,Silver Platter,,Comedy,76,tt6035056,,(2018),"June 27, 2018"
7454,Honor Killing,3.9,Action,67,tt8071062,49,(2018),"January 1, 2018"
7455,Real,,Thriller,,tt8491396,,(I) (2018),"June 22, 2018"
7456,Zhong Kui Zhuo Yao Ji Zhi Meng Yan Chuan Shuo,,Action,63,tt11434144,,(2018),"June 25, 2018"
7457,Minor Motion Picture,,Drama,102,tt3312552,,(2018),"August 9, 2018"
7458,Mamang,7.8,Drama,90,tt8661056,22,(2018),"August 4, 2018"
7459,Long Time No Sea,7.1,Drama  Family  Musical,96,tt7475882,84,(2018),"May 30, 2019"
7460,Ai-Chan Teen Detective,,Family  Mystery,86,tt8170134,,(2018),"March 17, 2018"
7461,The Shingle Life,,Comedy  Drama  Romance,92,tt8718188,,(2018),"September 23, 2018"
7462,Ögrenci Kafasi: Soygun,5.4,Comedy,,tt8565278,21,(2018),"May 11, 2018"
7463,Double Drive: Ryuu no Kizuna,,,74,tt8933226,,(2018),"September 22, 2018"
7464,Whispering Pines,,Horror,70,tt8718116,,(2018),"April 11, 2018"
7465,Die Gest: Flesh Eater,4.2,Crime  Horror,78,tt4942754,41,(2018),"July 10, 2018"
7466,¿Cómo Andamos por Casa?,5.2,Comedy,93,tt7107570,45,(2018),"August 16, 2018"
7467,Sunrise in Kimmeria,7.2,Comedy,100,tt4800378,74,(2018),"April 14, 2018"
7468,Un figlio a tutti i costi,4.5,Comedy,90,tt7290798,25,(2018),"March 1, 2018"
7469,Caught in Between,,Drama,104,tt19363430,,(2018),"October 26, 2018"
7470,Zhizn Raz,4.4,Drama,80,tt8293204,20,(2018),"August 12, 2018"
7471,Neenillada Male,,Drama,139,tt13605436,,(2018),"January 19, 2018"
7472,The Reunions,,Comedy  Drama  Musical,,tt8790506,,(2018),"September 13, 2018"
7473,The Primrose,6.7,Comedy,78,tt8946336,28,(2018),"September 13, 2018"
7474,O Sol na Cabeça,,Drama,,tt8684084,,(2018),"September 13, 2018"
7475,Larry the Dream Stealer,,Comedy,59,tt9204712,,(2018),"December 16, 2018"
7476,Zombageddon 3,,Comedy  Horror,70,tt15495254,,(2018),"November 24, 2018"
7477,The Real Founder,7.6,Biography,,tt14332022,6,(2018),"September 7, 2018"
7478,Pruebas de Fuego,,Drama,80,tt8294806,,(2018),"May 10, 2018"
7479,A Little too late,,Drama,,tt8099176,,(2018),"March 15, 2018"
7480,River Pirates,,Action  Adventure,90,tt9897764,,(2018),"November 30, 2018"
7481,Sic Transit Gloria,8.2,Drama,101,tt7897088,36,(2018),"January 6, 2018"
7482,Lovers on Borders,5.4,Drama  Romance,136,tt6254732,32,(2018),"January 6, 2018"
7483,Doctor Who: Rumors of Whispers,,Sci-Fi,45,tt6043966,,(2018),"April 1, 2018"
7484,A través del espejo,5.4,Horror,,tt8924952,10,(2018),"November 22, 2018"
7485,Manusanaa Nee,6.2,Drama  Thriller,132,tt8011334,30,(2018),"February 16, 2018"
7486,In Sickness and Health,,Drama,104,tt21871956,,(2018),"September 5, 2018"
7487,Midnight Delhi,,Crime  Drama  Mystery,76,tt9520702,,(2018),"October 12, 2018"
7488,Single Palm Tree,,Drama,,tt9074156,,(2018),"December 13, 2018"
7489,Neko Cafe,4.9,Drama,90,tt9703882,26,(2018),"December 1, 2018"
7490,El Enigma Agustina,8.4,Biography,,tt7679322,11,(2018),"December 1, 2018"
7491,Kinsman,,Comedy  Drama  Romance,107,tt8447664,,(2018),"April 19, 2018"
7492,Parque Central,,Comedy  Drama,84,tt9021260,,(2018),"August 1, 2018"
7493,Armen and Me: Armeniya,6.3,Drama,,tt8132326,30,(2018),"March 8, 2018"
7494,Tranquillo,6.1,Drama,71,tt7899260,34,(2018),"September 15, 2020"
7495,Arada,7.0,Comedy,65,tt9124532,110,(II) (2018),"March 8, 2019"
7496,YouTube Poop: The Movie - Fart 2,6.4,Comedy,79,tt9482036,7,(2018),"December 20, 2018"
7497,Amigos en Apuros,,Comedy,,tt23152918,,(2018),"October 18, 2018"
7498,Reza,5.4,Drama  Romance,91,tt8448554,276,(II) (2018),"August 21, 2019"
7499,The Whistle Blower,,Drama,,tt8268082,,(2018),"October 25, 2018"
7500,One Star Rider,,Comedy  Drama  Thriller,,tt7944316,,(2018),"August 17, 2018"
7501,KOKO: The Box TV,,Comedy  Crime  Drama,110,tt13035352,,(2018),"February 4, 2018"
7502,Eso Que Nos Enamora,6.0,Romance,,tt7416650,17,(2018),"December 6, 2018"
7503,Neko wa Daku Mono,5.3,,109,tt9742106,35,(2018),"June 23, 2018"
7504,Rajavin Paarvai Raniyin Pakkam,,Drama,132,tt8982732,,(2018),"September 7, 2018"
7505,The White Van,4.3,Thriller,75,tt9483138,12,(2018),"September 7, 2018"
7506,Yamikin Dogs 9,5.2,Drama,80,tt7787908,7,(2018),"July 25, 2018"
7507,Lying Game,,Drama,,tt16977012,,(2018),"October 5, 2018"
7508,Mechanical Heart,,Comedy  Drama,132,tt10544554,,(2018),"January 1, 2018"
7509,Figuras,7.2,Drama,85,tt7730856,17,(2018),"January 1, 2018"
7510,Hottegagi Genu Battegagi,7.4,Drama,,tt8459934,8,(2018),"May 25, 2018"
7511,3some,,Drama,104,tt7392008,,(2018),"May 25, 2018"
7512,Xiao gou nai ping,,Drama  Family,91,tt10473368,,(2018),"February 2, 2018"
7513,They Live in the Shadows,5.4,Drama  Mystery  Thriller,79,tt7167412,26,(2018),"July 6, 2018"
7514,Raghuveera,,Drama,163,tt8141894,,(2018),"February 9, 2018"
7515,Viernes de Soltero,,,,tt10505490,,(2018),"December 13, 2018"
7516,Down and Out in Berlin,,Action  Drama,,tt7182950,,,"June 22, 2018"
7517,Questao De Confusao,,Comedy,154,tt9001902,,(2018),"September 28, 2018"
7518,Hello Carbot the Movie: The Cretaceous Period,6.7,Animation  Adventure  Sci-Fi,84,tt8727860,14,(2018),"August 1, 2018"
7519,Kankin wakusei amêba,5.2,Sci-Fi  Thriller,70,tt9074210,7,(2018),"August 1, 2018"
7520,Detainee X,7.6,Drama,80,tt7512582,17,(2018),"January 13, 2018"
7521,Mulheres Alteradas,5.3,Comedy,87,tt7867358,172,(2018),"January 13, 2018"
7522,Bonfire of the Vanities: The Opera,,Musical,,tt7627604,,(2018),"May 2, 2018"
7523,Apóyate en mi,,Drama,,tt13587732,,(2018),"December 6, 2018"
7524,Sanki Daroga,6.6,Action,,tt9020786,5,(2018),"September 7, 2018"
7525,Alger by night,,Drama,,tt14939488,,(2018),"January 24, 2018"
7526,Boxer III,6.2,Drama  Romance  Sport,150,tt7651504,8,(2018),"January 5, 2018"
7527,Puños de Acero,,Thriller,,tt12893996,,(2018),"October 20, 2018"
7528,Hemsire,6.9,Drama,90,tt6345394,86,(2018),"May 11, 2018"
7529,Fan Club,,,55,tt11798150,,(2018),"August 2, 2019"
7530,Stato di ebbrezza,6.3,Biography  Comedy  Drama,90,tt5958248,25,(2018),"August 2, 2019"
7531,No to They,,Thriller,105,tt4089672,"358,000",(2018),"July 10, 2018"
7532,Silent Signature,,Drama,130,tt8947918,,(2018),"July 27, 2018"
7533,Schastya! Zdorovya!,4.0,Comedy,85,tt9163266,70,(2018),"July 27, 2018"
7534,Sarah Zanotti: Justify,,Drama,,tt8426918,,(2018),"May 18, 2018"
7535,Dva bileta domoy,6.3,Drama,100,tt8499198,77,(2018),"April 30, 2018"
7536,The Nantucket Doctor,,,,tt8309632,,(2018),"October 1, 2018"
7537,Constance,,Horror,,tt6670330,,(2018),"August 18, 2018"
7538,En el corazón de la Decimotercera,,Sport,,tt13482600,,(2018),"June 20, 2018"
7539,Renksiz Rüya,6.5,,78,tt10516100,17,(2018),"June 22, 2018"
7540,Single Mom: Yasashii Kaozku,,Drama,,tt7309554,,(2018),"January 6, 2018"
7541,Quaffer,,Comedy,88,tt10323528,,(2018),"July 15, 2018"
7542,The Demonic Doll,3.9,Horror,71,tt5867982,76,(2018),"July 15, 2018"
7543,I Mirsini den einai moni,7.8,Drama,82,tt9452304,5,(2018),"September 12, 2018"
7544,My Dead Selfie,7.8,Horror,97,tt8289960,9,(2018),"October 1, 2018"
7545,Lust,,,69,tt8387944,,(2018),"August 24, 2018"
7546,Padarasa,,Drama,,tt9109900,,(2018),"May 12, 2018"
7547,Father of Independence: DS Nidhasa Piya,7.4,Biography  Drama  History,125,tt7654492,24,(2018),"October 12, 2018"
7548,Yaki a Soyayya,,Drama,,tt21300118,,(2018),"December 28, 2018"
7549,Angry Mob Guys,,Crime  Drama,,tt8219110,,(2018),"October 2, 2018"
7550,Ladies Love Leo Littles: A Lesson in Chivalry,,Romance,,tt8458210,,(2018),"October 29, 2018"
7551,Capitán Menganno,,Action  Biography  Comedy,,tt14740844,,(2018),"June 11, 2018"
7552,The Nightmare Emporium 2: Diminishing Returns,,Horror,,tt11634414,,(2018),"October 28, 2018"
7553,Dragon Kin,,Adventure  Comedy  Fantasy,55,tt8192676,,(2018),"May 13, 2018"
7554,Zlatý podraz,5.8,Drama  Sport,106,tt7822050,109,(2018),"May 13, 2018"
7555,Di yi xiang qiang,7.1,Drama  Family,81,tt9800070,10,(2018),"October 20, 2018"
7556,Magical Girl Lyrical Nanoha: Detonation,7.0,Animation  Action,111,tt9164818,30,(2018),"October 19, 2018"
7557,Leaking Womb,,Drama,148,tt15576716,,(2018),"January 6, 2018"
7558,Begin Again the Movie,9.2,Comedy  Drama,,tt8616164,7,(2018),"January 6, 2018"
7559,Asathoma Sadhgamaya,,Drama,134,tt12921018,,(2018),"July 6, 2018"
7560,Pity Party,5.1,Comedy,60,tt7476856,41,(I) (2018),"October 19, 2018"
7561,Abbas Abbas Send Help!,6.9,Drama  Romance,86,tt10233504,19,(2018),"December 31, 2019"
7562,Ekti Cinemar Golpo,5.8,Drama,153,tt6520888,21,(2018),"April 13, 2018"
7563,Sunday in Houston,,Comedy,,tt10203768,,(2018),"June 27, 2018"
7564,Oyashirazu,6.2,Drama,54,tt11855030,14,(2018),"April 20, 2018"
7565,Ne chuzhie,6.0,Drama,78,tt10505424,19,(2018),"November 15, 2018"
7566,Amado,8.7,Romance,,tt7137706,7,(2018),"November 15, 2018"
7567,Doozy,7.0,Animation  Comedy,70,tt8991416,20,(2018),"October 13, 2018"
7568,Dhwaja,6.5,Action  Drama  Thriller,149,tt8396226,23,(2018),"April 27, 2018"
7569,Ascend,,Sci-Fi,,tt10126682,,(2018),"August 3, 2018"
7570,Broken Bonds,,Drama,45,tt9740064,,(2018),"December 6, 2018"
7571,Los Amigos - La Pinícula,,Comedy,65,tt9623404,,(2018),"October 5, 2018"
7572,Harem,,Mystery,,tt8370366,,(2018),"October 5, 2018"
7573,Heaven,,Drama  Music  Musical,107,tt7747770,,(I) (2018),"July 28, 2018"
7574,Bloody Shadows,2.0,Horror,,tt6757254,30,(2018),"April 21, 2018"
7575,Autograph,,Romance,,tt8427466,,(2018),"April 21, 2018"
7576,Estrangeiro,,Drama  Mystery,114,tt14330972,,(2018),"October 20, 2018"
7577,Solipsism,,Thriller,83,tt8937582,,(2018),"April 7, 2018"
7578,Hey Ram Hamne Gandhi Ko maar Diya,6.2,Drama,106,tt7972674,183,(2018),"March 2, 2018"
7579,Paper City Burnout,7.6,Drama,98,tt6842288,28,(2018),"August 1, 2018"
7580,Navila Kinnari,,Drama,,tt13584250,,(2018),"June 1, 2018"
7581,Margarita 2,5.7,Comedy  Family,98,tt8357502,16,(2018),"August 2, 2018"
7582,The Silent Souls,,Drama,103,tt11056034,,(2018),"January 1, 2018"
7583,2 mal,3.5,Comedy,75,tt9537264,22,(2018),"September 28, 2018"
7584,Tranquility - An Independent Espionage/Crime Film,7.6,Crime  Drama,46,tt8829832,21,(2018),"August 11, 2018"
7585,Barren Trees,5.1,Crime  Drama,99,tt7083208,83,(2018),"April 3, 2018"
7586,Love in Youth,,,75,tt6366336,,(2018),"March 13, 2018"
7587,Atrocity,,Drama,,tt8212366,,(I) (2018),"March 13, 2018"
7588,Lady Titi,5.7,Comedy  Drama,94,tt7662926,21,(2018),"December 27, 2018"
7589,Twin Souls,,Drama  Romance,92,tt15824170,,(2018),"May 11, 2018"
7590,Say Yes,,Drama,70,tt10811704,,(IV) (2018),"May 11, 2018"
7591,Amazing Titanman,2.8,Comedy,99,tt8059026,27,(2018),"May 11, 2018"
7592,25 Years Later,,,,tt7550764,,(2018),"January 1, 2018"
7593,Iro,6.3,Drama,82,tt9414954,25,(2018),"October 10, 2018"
7594,Not the Same,,Drama,,tt7062396,,(2018),"October 19, 2018"
7595,Six,,Thriller,,tt2311162,,(II) (2018),"January 31, 2018"
7596,Fishtales 3,5.8,Animation,74,tt7575660,28,(2018),"November 23, 2018"
7597,Unlove Me,,Drama  Thriller,96,tt12962506,,(2018),"May 25, 2018"
7598,Red Squad,,Action,,tt2103237,,,"March 3, 2018"
7599,Heel Kick!,9.0,Comedy  Sport,85,tt5482362,80,(2018),"January 19, 2018"
7600,Disociation,8.3,Comedy  Drama  Horror,122,tt7661556,21,(2018),"July 24, 2018"
7601,Lamia: The Zombie Slayer,6.1,Action  Horror,,tt2398010,10,(2018),"August 18, 2018"
7602,Church of Fears,4.9,Comedy  Horror,115,tt8285496,35,(2018),"February 1, 2018"
7603,Hell's Image,,Horror  Sci-Fi,58,tt8106964,,(2018),"February 16, 2018"
7604,Premanjaly,5.0,Drama,122,tt8512390,11,(2018),"February 16, 2018"
7605,A Scientist's Guide to Living and Dying,,Drama,75,tt3820696,,(2018),"October 21, 2018"
7606,The Game Is Dirty,2.3,Crime  Drama,53,tt9673648,21,(2018),"October 10, 2018"
7607,Finding Josef,7.2,Drama,100,tt1774374,10,(2018),"September 20, 2018"
7608,Gowpen Hurdle,7.0,Comedy  Crime  Drama,,tt4525058,7,(2018),"January 25, 2019"
7609,Breakthrough,,Family,,tt6657132,,(2018),"June 28, 2018"
7610,Gokko,6.8,Crime  Family,114,tt9009556,7,(2018),"October 20, 2018"
7611,Stranger Coming,,Horror,,tt17499474,,(2018),"September 14, 2018"
7612,The Killing House,,Action  Horror,88,tt2106699,,,"December 3, 2018"
7613,Moner Majhe Tumi,,Drama,,tt8710308,,(2018),"July 20, 2018"
7614,Interrupted Marriage,4.2,Drama  Family  Romance,45,tt8141238,5,(2018),"October 14, 2018"
7615,Lewis Spears: Death Threats Don't Scare Me,7.2,Comedy,54,tt8702506,27,(2018),"July 24, 2018"
7616,The Orchard,,Comedy  Drama,,tt8693394,,(2018),"September 8, 2018"
7617,A Family of Killers,8.7,Action  Adventure  Comedy,101,tt8927780,8,(2018),"September 8, 2018"
7618,It Takes Time,,Comedy,80,tt9886068,,(2018),"September 8, 2018"
7619,Bandits,,Comedy,100,tt8327616,,(2018),"February 2, 2018"
7620,Don of the Damned,,Action  Comedy  Crime,198,tt9183176,,(2018),"February 2, 2018"
7621,Portal dos Sonhos,,Drama,90,tt11016580,,(2018),"December 5, 2018"
7622,Smart Burglar,,Comedy,,tt8115780,,(2018),"June 11, 2018"
7623,Everyone Afraid to Be Forgotten,8.1,Music,53,tt8021662,32,(2018),"February 16, 2018"
7624,Pust budet Liza,4.4,Drama,85,tt8307876,29,(2018),"June 4, 2018"
7625,Daegwanramcha,6.3,Drama  Music,110,tt9143942,27,(2018),"June 4, 2018"
7626,Silver Dollar Fish,,Drama  Family,,tt7194914,,(2018),"December 14, 2018"
7627,Zwinglis Erbe,7.0,Biography  Drama  History,57,tt9296214,42,(2018),"November 10, 2018"
7628,On the Ball,8.0,Comedy,,tt3244986,9,(2018),"July 20, 2018"
7629,Vertex,,Drama  Romance  Sci-Fi,64,tt6129310,,(2018),"July 20, 2018"
7630,Drive-In Grindhouse,3.8,Horror,,tt9425000,46,(2018),"December 7, 2018"
7631,Spiele mit Bart: The Movie feat. Night Trap,8.6,Comedy,119,tt7984730,232,(2018),"February 7, 2018"
7632,Bhai Jaita,,Action,,tt8785176,,(2018),"January 5, 2018"
7633,"Quién lo impide: Si vamos 28, volvemos 28",7.8,,80,tt9253604,14,(2018),"June 20, 2018"
7634,Gure oroitzapenak,5.6,Drama,96,tt9059898,6,(2018),"September 27, 2018"
7635,Eyes In The Hills,2.2,Thriller,70,tt8526530,41,(2018),"June 25, 2018"
7636,Delfin Pentagon,,Thriller,,tt10214546,,(2018),"December 20, 2018"
7637,Beyond the Mountains,,,,tt10443826,,(2018),"April 20, 2018"
7638,Nine Warriors 2,7.6,Action  Drama,,tt14209756,9,(2018),"April 20, 2018"
7639,Suvarna Purushan,5.2,Comedy,106,tt7381490,25,(2018),"April 20, 2018"
7640,The Bullet Chronicles Lands End,,Action,,tt8865220,,(2018),"November 20, 2018"
7641,A Vipassana musical,,Musical,68,tt10515668,,(2018),"December 12, 2018"
7642,Love Lafde,,Comedy,,tt8458104,,(2018),"December 12, 2018"
7643,Black Sun 2,,Action,,tt9342162,,(2018),"September 22, 2018"
7644,Kathor,6.8,Drama,110,tt8551394,10,(I) (2018),"August 31, 2018"
7645,Bindaas Googly,,Drama,,tt9052898,,(2018),"September 7, 2018"
7646,Prayanikara Gamanakke,6.8,Thriller,115,tt9430740,9,(2018),"July 27, 2018"
7647,Huo mo gao gen xie,,Thriller,94,tt11724960,,(2018),"May 18, 2018"
7648,Aku to Kamen no Rule,5.4,Crime  Drama  Thriller,138,tt6813892,57,(2018),"January 13, 2018"
7649,Art Is Dead,7.1,Comedy,87,tt7355188,54,(2018),"January 13, 2018"
7650,Kohalpur Express,7.2,Comedy,,tt8212142,19,(2018),"April 27, 2018"
7651,Hongkong Kasarung,8.2,Adventure  Comedy,96,tt11656662,8,(2018),"March 15, 2018"
7652,Billu Ustaad,7.4,Drama,138,tt7112582,25,(2018),"March 2, 2018"
7653,Reflections in the Dust,5.2,Drama,75,tt8012228,36,(2018),"March 7, 2019"
7654,Shakespeare School Year,6.3,Family,80,tt7113678,23,(2018),"January 15, 2018"
7655,Gentrification,,Drama,,tt8611808,,(2018),"June 24, 2018"
7656,End of the Road,,Drama,,tt8210332,,(II) (2018),"May 5, 2018"
7657,CHAMPION,,Action,,tt8365196,,(2018),"October 26, 2018"
7658,Project 74,1.0,Crime,,tt7839454,8,(2018),"May 31, 2018"
7659,Astigmat,5.3,Drama,82,tt9403928,308,(2018),"November 20, 2018"
7660,Female Touch,5.0,Horror,80,tt8422100,8,(2018),"April 30, 2018"
7661,Nache Nagin Gali Gali,,Drama,155,tt11150392,,(2018),"July 6, 2018"
7662,Adventure in Time and Space,,,,tt10452976,,(2018),"December 1, 2018"
7663,Kathal Enakku Romba Pudikkum,3.6,Romance,114,tt8853060,7,(2018),"December 1, 2018"
7664,Zero,,Thriller,,tt7054386,,(I) (2018),"December 31, 2018"
7665,Twisted Justice,8.0,Drama  Thriller,,tt7167472,6,(2018),"May 18, 2018"
7666,Dias Vazios,6.7,Drama,102,tt8301540,80,(2018),"January 25, 2018"
7667,Roja Maaligai,,Drama,103,tt12881030,,(2018),"July 6, 2018"
7668,Half the Sky,6.2,Drama,99,tt10331100,14,(2018),"May 10, 2019"
7669,Nakorn-Sawan,6.4,Drama,77,tt9090362,35,(2018),"October 5, 2018"
7670,Enthoru Bhagyam,,,,tt7822566,,(2018),"October 27, 2018"
7671,"Misto, v yakomu ne khodyat groshi",6.6,Drama,91,tt8177524,36,(2018),"September 8, 2018"
7672,Electric Angel,7.3,Fantasy,74,tt7411202,13,(2018),"September 8, 2018"
7673,Bombarded,,Animation,46,tt9085794,,(2018),"May 12, 2018"
7674,Bonnie and her Farmhouse,,Drama,93,tt8844086,,(2018),"May 19, 2018"
7675,Shathaya Gathaya,6.7,Drama,114,tt13979434,11,(2018),"June 8, 2018"
7676,Wien is 't Hof van Commerce,,Comedy,,tt9914662,,(2018),"April 18, 2018"
7677,Amare,8.6,Drama  Fantasy  Music,70,tt6088364,7,(2018),"April 19, 2018"
7678,Elu Hammasratastel,2.7,Comedy,,tt9331638,20,(2018),"November 23, 2018"
7679,Unspeakable Acts,,Horror,100,tt9574846,,(2018),"October 20, 2018"
7680,Zweisam gemeinsam einsam,4.2,Adventure  Drama  Horror,69,tt9074814,30,(2018),"October 25, 2018"
7681,The Best Film Ever Made...,,,,tt7263398,,(2018),"March 2, 2018"
7682,Urpo & Turpo johtolangan jäljillä,6.9,Animation  Family,60,tt9064708,8,(2018),"October 12, 2018"
7683,The Tenant,,Comedy  Drama,72,tt7296634,,(II) (2018),"March 14, 2018"
7684,Dogeza de Tanondemita,,Comedy,,tt14134244,,(2018),"October 13, 2018"
7685,War of Fantasy,9.6,Fantasy,,tt13155204,7,(2018),"May 15, 2018"
7686,2nd half,4.9,Thriller,136,tt8459284,15,(2018),"May 15, 2018"
7687,Nanjundi Kalyana,,Drama,131,tt13735274,,(2018),"April 6, 2018"
7688,No es lo que parece,,Comedy,,tt9214974,,(2018),"April 6, 2018"
7689,VARNAMAYA,7.4,Horror  Mystery  Thriller,130,tt8431072,9,(2018),"November 23, 2018"
7690,Love Sticks,,Drama,,tt7257954,,(2018),"September 7, 2018"
7691,The Garageland Chronicles,,Comedy  Drama,94,tt6513620,,(2018),"September 7, 2018"
7692,Hassan (A Film from Afghanistan),7.4,Drama  Family,111,tt8965466,13,(2018),"December 1, 2018"
7693,"Chu Oi, Dung Lay Me con",4.8,Comedy  Family  Romance,90,tt9020586,12,(2018),"September 21, 2018"
7694,Angti Rohosso,1.9,Thriller,82,tt8581816,7,(2018),"November 2, 2018"
7695,MVB Films Halloween Horror Stories Vol II,4.0,Horror,63,tt9095224,10,(2018),"October 19, 2018"
7696,Hurry Sundown Rachel's Story,,Horror,,tt6348350,,(2018),"December 31, 2018"
7697,Marionette,,Drama  Horror,108,tt9078970,,(I) (2018),"July 24, 2018"
7698,Mahaguru,6.6,Action,95,tt9515704,26,(2018),"November 15, 2018"
7699,Cyborgs: Year 0,8.0,Sci-Fi,60,tt6505182,12,(2018),"May 14, 2018"
7700,Ahí viene,6.0,Drama,62,tt6781770,7,(2018),"May 14, 2018"
7701,Pei Irukka Illaya,,Drama,125,tt12880998,,(2018),"May 25, 2018"
7702,Forgotten Planets,,Drama  Family,98,tt6986576,,(2018),"November 18, 2018"
7703,Rahashyavedi Basab,7.6,Drama,106,tt12925262,5,(2018),"January 1, 2018"
7704,Hard boiled,,Animation,82,tt14812490,,(2018),"July 1, 2018"
7705,Paradise in Hollywood,,Comedy,,tt7755454,,,"June 8, 2018"
7706,Windspiel,8.0,Drama,80,tt8138394,75,(2018),"January 29, 2018"
7707,Mora,,Animation  Action  Drama,80,tt9564268,,(2018),"January 1, 2018"
7708,Onaaigal Jakkiradhai,3.2,Drama  Horror,125,tt7822622,12,(2018),"January 5, 2018"
7709,Melody on Earth,8.0,Comedy  Drama  Sci-Fi,86,tt8617064,24,(2018),"September 28, 2018"
7710,O silêncio da noite é que tem sido testemunha das minhas amarguras,7.7,,,tt10109932,7,(2018),"March 15, 2018"
7711,An Evil Tale,3.1,Horror,84,tt6771060,29,(2018),"October 1, 2018"
7712,The Rib,7.0,Drama,85,tt8611064,23,(2018),"October 1, 2018"
7713,Dobryy vecher,4.2,Comedy  Crime,80,tt6094986,24,(2018),"December 20, 2018"
7714,Special Force Return I Snow Wolf's Wrath,,,83,tt16154896,,(2018),"December 7, 2018"
7715,Dead Candi,3.4,Drama,88,tt8637908,10,(2018),"March 22, 2018"
7716,O Dây Có Nang,,Drama  Family,,tt10078822,,(2018),"January 12, 2018"
7717,Bad Monsters,5.5,Animation  Comedy  Horror,66,tt7275212,19,(2018),"January 12, 2018"
7718,Note Pe Chot at 8-11,6.0,Comedy,122,tt8049582,8,(2018),"March 9, 2018"
7719,El Taller,4.6,Drama,75,tt8705434,11,(2018),"August 9, 2018"
7720,Le grida del silenzio,4.0,Comedy  Thriller,90,tt5562804,28,(2018),"May 10, 2018"
7721,Nice to Meet Me,,Drama,,tt7272330,,(I),"January 2, 2018"
7722,Madama Butterfly,,Musical,,tt12879250,,(2018),"May 10, 2018"
7723,Itlauli Barrah,4.7,Comedy  Fantasy,89,tt8011450,151,(2018),"May 10, 2018"
7724,Akuma,7.3,Drama,89,tt7442358,65,(2018),"February 24, 2018"
7725,Kim Cypher - Pizza Express Live in Concert,9.0,Music,90,tt12459558,9,(2018),"September 11, 2018"
7726,The Goodbye Girl,6.8,Drama,54,tt8056916,68,(2018),"September 11, 2018"
7727,Dick Johnson & Tommygun vs. The Cannibal Cop: Based on a True Story,5.8,Action  Comedy  Horror,,tt3710616,43,(2018),"September 11, 2018"
7728,Monster Strike The Movie: Sora no Kanata,2.8,Animation  Action,97,tt9109822,29,(2018),"October 5, 2018"
7729,The Fear Of The Bottom,6.3,Drama,90,tt8074648,9,(2018),"February 7, 2018"
7730,Purple Jazz Nights,,Drama,103,tt6358460,,(2018),"July 4, 2018"
7731,Seda,9.0,Drama,83,tt9315626,6,(2018),"March 9, 2018"
7732,Santa World,,Animation,70,tt9013842,,(2018),"December 4, 2018"
7733,Guiting - Live!,8.9,Music,50,tt13913286,9,(2018),"July 27, 2018"
7734,Fagot,5.1,Comedy,61,tt10399736,35,(I) (2018),"July 27, 2018"
7735,Stunted,,Comedy,54,tt8403526,,(2018),"May 9, 2018"
7736,Awang Gerudi,1.8,Action  Comedy,90,tt9515914,12,(2018),"December 27, 2018"
7737,Bad Daddy,,Drama,,tt8382216,,(2018),"February 2, 2018"
7738,Tumors 3: Doctor nightmare,2.4,Drama  Horror  Thriller,70,tt8653820,31,(2018),"February 10, 2018"
7739,Demon Protocol,5.1,Horror,60,tt7156756,50,(2018),"March 23, 2018"
7740,San Valentino Stories,5.3,Comedy,104,tt8093484,16,(2018),"February 14, 2018"
7741,My Annoying Dead Brother,,Comedy  Drama  Horror,,tt4860398,,(2018),"March 15, 2018"
7742,The Branch Report,,Thriller,,tt8151344,,(2018),"March 16, 2018"
7743,Beiço de Estrada,,Drama,105,tt21306810,,(2018),"November 14, 2018"
7744,Werewolf Game: Prison Break,6.2,Thriller,99,tt13445838,71,(2018),"May 17, 2018"
7745,Lacee Uncut,,Drama,,tt7491484,,(2018),"May 17, 2018"
7746,If I Could Run,9.0,Drama,90,tt7106980,44,(2018),"April 22, 2018"
7747,Throne of Terror,,Drama,,tt16275826,,(2018),"November 10, 2018"
7748,Patni Nachave Bhagwan Bachave,,Comedy  Drama,117,tt14465272,,(2018),"June 18, 2018"
7749,Not Guilty,4.5,Action  Drama,94,tt8668298,10,(2018),"November 26, 2019"
7750,Bia (2.0),5.2,Romance,90,tt8982154,23,(2018),"September 14, 2018"
7751,Be Vaghte Khomari,4.9,Comedy  Drama,93,tt9293926,163,(2018),"June 27, 2018"
7752,Zhang Yimou's: Shadow,6.2,,,tt10467464,18,(2018),"October 12, 2018"
7753,Los buenos demonios,5.8,Drama,88,tt8237862,22,(2018),"April 20, 2018"
7754,Kung Fu Masters 2,,Animation,94,tt8429530,,(2018),"September 4, 2018"
7755,Wushu Orphan,6.5,Comedy  Drama,121,tt9348768,41,(2018),"June 30, 2019"
